Date,Open,Close,Avg,Div,Div Yield
2016-04-01,38.669998,38.82,38.744999,,
2016-04-06,,,,0.48,
2016-05-01,38.869999,39.150002,39.010000500000004,,
2016-06-01,39.099998,43.209998999999996,41.1549985,,
2016-07-01,43.209998999999996,43.290001000000004,43.25,,
2016-07-06,,,,0.48,0.011667949695482314
2016-08-01,43.25,40.880001,42.0650005,,
2016-09-01,40.849998,40.610001000000004,40.729999500000005,,
2016-10-01,40.619999,36.790001000000004,38.705,,
2016-10-05,,,,0.48,0.011851851851851851
2016-11-01,36.970001,38.630001,37.800001,,
2016-12-01,38.630001,42.529999,40.58,,
2017-01-01,42.689999,42.16,42.4249995,,
2017-01-06,,,,0.49,0.012168370464101774
2017-02-01,42.279999,41.790001000000004,42.035,,
2017-03-01,41.779999,41.549999,41.664998999999995,,
2017-04-01,41.599998,39.630001,40.614999499999996,,
2017-04-06,,,,0.49,0.011824800046150507
2017-05-01,39.68,38.529999,39.1049995,,
2017-06-01,38.68,37.73,38.205,,
2017-07-01,37.84,39.0,38.42,,
2017-07-06,,,,0.49,0.01270197879850505
2017-08-01,39.25,37.459998999999996,38.3549995,,
2017-09-01,37.59,39.169998,38.379999,,
2017-10-01,39.200001,33.650002,36.4250015,,
2017-10-06,,,,0.49,0.012990455991516436
2017-11-01,33.860001000000004,36.380001,35.120001,,
2017-12-01,36.349998,38.880001,37.614999499999996,,
2018-01-01,39.060001,37.450001,38.255001,,
2018-01-09,,,,0.5,0.013514730874204016
2018-02-01,38.509997999999996,36.299999,37.4049985,,
2018-03-01,36.310001,35.650002,35.9800015,,
2018-04-01,35.580002,32.700001,34.1400015,,
2018-04-09,,,,0.5,0.013950243934662956
2018-05-01,32.75,32.32,32.535,,
2018-06-01,32.48,32.110001000000004,32.2950005,,
2018-07-01,32.16,31.969998999999998,32.0649995,,
2018-07-09,,,,0.5,0.015480674957428145
2018-08-01,32.200001,31.940001000000002,32.070001000000005,,
2018-09-01,31.780001000000002,33.580002,32.6800015,,
2018-10-01,33.66,30.68,32.17,,
2018-10-09,,,,0.5,0.015476681400209413
2018-11-01,30.99,31.24,31.115,,
2018-12-01,31.74,28.540001,30.1400005,,
2019-01-01,28.5,30.059998999999998,29.2799995,,
2019-01-09,,,,0.51,0.016899541613740545
2019-02-01,30.209999,31.120001000000002,30.665,,
2019-03-01,31.200001,31.360001,31.280001,,
2019-04-01,31.6,30.959999,31.279999500000002,,
2019-04-09,,,,0.51,0.016411906589370306
2019-05-01,31.049999,30.58,30.8149995,,
2019-06-01,30.719998999999998,33.509997999999996,32.1149985,,
2019-07-01,33.810001,34.049999,33.93,,
2019-07-09,,,,0.51,0.01579599454462099
2019-08-01,34.48,35.259997999999996,34.86999899999999,,
2019-09-01,35.080002,37.84,36.460001000000005,,
2019-10-01,37.950001,38.490002000000004,38.2200015,,
2019-10-09,,,,0.51,0.013966225276592076
2019-11-01,38.950001,37.380001,38.165001000000004,,
2019-12-01,37.48,39.080002,38.280001,,
2020-01-01,39.16,37.619999,38.3899995,,
2020-01-09,,,,0.52,0.013584708317350438
2020-02-01,37.959998999999996,35.220001,36.59,,
2020-03-01,35.369999,29.15,32.2599995,,
2020-04-01,28.379998999999998,30.469998999999998,29.424999,,
2020-04-08,,,,0.52,0.01587382369687851
2020-05-01,30.77,30.860001,30.8150005,,
2020-06-01,30.75,30.23,30.490000000000002,,
2020-07-01,30.129998999999998,29.58,29.854999499999998,,
2020-07-09,,,,0.52,0.017112768758227294
2020-08-01,29.950001,29.809998999999998,29.88,,
2020-09-01,29.74,28.51,29.125,,
2020-10-01,28.52,27.02,27.77,,
2020-10-08,,,,0.52,0.017977528089887642
2020-11-01,27.4,28.75,28.075,,
2020-12-01,28.82,28.76,28.79,,
2021-01-01,29.389999,28.629998999999998,29.009999,,
2021-01-08,,,,0.52,0.01816593907616814
2021-02-01,28.940001000000002,27.889999,28.415,,
2021-03-01,28.16,29.639999,28.8999995,,
